description,city_name,date
"In Pune during 04/2004, the average temperature was 28.73°C, with highs up to 39.50°C and lows down to 18.70°C. There were 2.00 hours of precipitation and total precipitation of 0.90 mm. There were 351.74 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Partly Cloudy occurring on 9 days.",Pune,2004-04
"In Pune during 05/2004, the average temperature was 27.98°C, with highs up to 40.30°C and lows down to 21.20°C. There were 106.00 hours of precipitation and total precipitation of 70.00 mm. There were 339.18 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Cloudy occurring on 7 days.",Pune,2004-05
"In Pune during 06/2004, the average temperature was 24.98°C, with highs up to 34.80°C and lows down to 21.50°C. There were 412.00 hours of precipitation and total precipitation of 299.00 mm. There were 231.04 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Drizzle occurring on 12 days.",Pune,2004-06
"In Pune during 07/2004, the average temperature was 23.66°C, with highs up to 28.60°C and lows down to 20.90°C. There were 561.00 hours of precipitation and total precipitation of 333.60 mm. There were 192.80 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Drizzle occurring on 11 days.",Pune,2004-07
"In Pune during 08/2004, the average temperature was 22.73°C, with highs up to 27.00°C and lows down to 20.80°C. There were 702.00 hours of precipitation and total precipitation of 797.10 mm. There were 158.29 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Light Rain occurring on 13 days.",Pune,2004-08
"In Pune during 09/2004, the average temperature was 23.58°C, with highs up to 29.50°C and lows down to 19.90°C. There were 261.00 hours of precipitation and total precipitation of 219.30 mm. There were 245.11 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Light Drizzle occurring on 9 days.",Pune,2004-09
"In Pune during 10/2004, the average temperature was 23.78°C, with highs up to 31.20°C and lows down to 16.00°C. There were 74.00 hours of precipitation and total precipitation of 35.30 mm. There were 313.29 hours of sunshine, with an average of 11.71 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Pune,2004-10
"In Pune during 11/2004, the average temperature was 23.52°C, with highs up to 31.30°C and lows down to 14.50°C. There were 43.00 hours of precipitation and total precipitation of 59.80 mm. There were 291.93 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2004-11
"In Pune during 12/2004, the average temperature was 21.56°C, with highs up to 31.30°C and lows down to 12.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 309.58 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Pune,2004-12
"In Pune during 01/2005, the average temperature was 21.91°C, with highs up to 31.70°C and lows down to 12.10°C. There were 10.00 hours of precipitation and total precipitation of 1.80 mm. There were 318.78 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Pune,2005-01
"In Pune during 02/2005, the average temperature was 23.56°C, with highs up to 34.70°C and lows down to 12.50°C. There were 1.00 hours of precipitation and total precipitation of 0.80 mm. There were 298.87 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Pune,2005-02
"In Pune during 03/2005, the average temperature was 26.68°C, with highs up to 38.00°C and lows down to 15.40°C. There were 10.00 hours of precipitation and total precipitation of 3.40 mm. There were 346.28 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Pune,2005-03
"In Pune during 04/2005, the average temperature was 29.20°C, with highs up to 39.70°C and lows down to 18.60°C. There were 20.00 hours of precipitation and total precipitation of 10.80 mm. There were 351.24 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Pune,2005-04
"In Pune during 05/2005, the average temperature was 28.65°C, with highs up to 40.90°C and lows down to 18.70°C. There were 24.00 hours of precipitation and total precipitation of 13.60 mm. There were 370.64 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Partly Cloudy occurring on 9 days.",Pune,2005-05
"In Pune during 06/2005, the average temperature was 26.11°C, with highs up to 36.60°C and lows down to 21.30°C. There were 311.00 hours of precipitation and total precipitation of 477.60 mm. There were 234.42 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Pune,2005-06
"In Pune during 07/2005, the average temperature was 23.69°C, with highs up to 29.30°C and lows down to 21.40°C. There were 601.00 hours of precipitation and total precipitation of 640.90 mm. There were 135.67 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Pune,2005-07
"In Pune during 08/2005, the average temperature was 23.21°C, with highs up to 29.00°C and lows down to 20.70°C. There were 557.00 hours of precipitation and total precipitation of 500.00 mm. There were 180.34 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 17 days.",Pune,2005-08
"In Pune during 09/2005, the average temperature was 23.47°C, with highs up to 30.40°C and lows down to 19.10°C. There were 481.00 hours of precipitation and total precipitation of 468.50 mm. There were 174.59 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Pune,2005-09
"In Pune during 10/2005, the average temperature was 23.85°C, with highs up to 31.20°C and lows down to 18.00°C. There were 93.00 hours of precipitation and total precipitation of 87.50 mm. There were 300.25 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Pune,2005-10
"In Pune during 11/2005, the average temperature was 22.38°C, with highs up to 30.80°C and lows down to 13.50°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 308.05 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Cloudy occurring on 18 days.",Pune,2005-11
"In Pune during 12/2005, the average temperature was 21.55°C, with highs up to 30.00°C and lows down to 12.20°C. There were 2.00 hours of precipitation and total precipitation of 0.90 mm. There were 303.37 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Pune,2005-12
"In Pune during 01/2006, the average temperature was 22.09°C, with highs up to 32.10°C and lows down to 10.50°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 320.66 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Pune,2006-01
"In Pune during 02/2006, the average temperature was 25.45°C, with highs up to 35.60°C and lows down to 14.70°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 299.96 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Pune,2006-02
"In Pune during 03/2006, the average temperature was 25.95°C, with highs up to 37.50°C and lows down to 14.20°C. There were 13.00 hours of precipitation and total precipitation of 4.60 mm. There were 342.88 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2006-03
"In Pune during 04/2006, the average temperature was 28.47°C, with highs up to 38.90°C and lows down to 18.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 354.07 hours of sunshine, with an average of 12.56 hours of daylight. The most frequent weather was Partly Cloudy occurring on 12 days.",Pune,2006-04
"In Pune during 05/2006, the average temperature was 28.64°C, with highs up to 40.10°C and lows down to 21.60°C. There were 64.00 hours of precipitation and total precipitation of 41.70 mm. There were 350.26 hours of sunshine, with an average of 13.00 hours of daylight. The most frequent weather was Mainly Sunny occurring on 9 days.",Pune,2006-05
"In Pune during 06/2006, the average temperature was 24.86°C, with highs up to 32.00°C and lows down to 21.40°C. There were 372.00 hours of precipitation and total precipitation of 346.50 mm. There were 223.06 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Drizzle occurring on 9 days.",Pune,2006-06
"In Pune during 07/2006, the average temperature was 23.14°C, with highs up to 26.80°C and lows down to 20.60°C. There were 717.00 hours of precipitation and total precipitation of 857.20 mm. There were 136.80 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Drizzle occurring on 11 days.",Pune,2006-07
"In Pune during 08/2006, the average temperature was 22.89°C, with highs up to 27.20°C and lows down to 21.00°C. There were 693.00 hours of precipitation and total precipitation of 868.80 mm. There were 156.25 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 12 days.",Pune,2006-08
"In Pune during 09/2006, the average temperature was 24.00°C, with highs up to 30.80°C and lows down to 20.40°C. There were 297.00 hours of precipitation and total precipitation of 230.60 mm. There were 233.81 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Pune,2006-09
"In Pune during 10/2006, the average temperature was 24.55°C, with highs up to 31.00°C and lows down to 17.80°C. There were 107.00 hours of precipitation and total precipitation of 66.90 mm. There were 296.09 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Mainly Sunny occurring on 9 days.",Pune,2006-10
"In Pune during 11/2006, the average temperature was 23.63°C, with highs up to 30.30°C and lows down to 16.50°C. There were 51.00 hours of precipitation and total precipitation of 27.10 mm. There were 301.65 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Partly Cloudy occurring on 5 days.",Pune,2006-11
"In Pune during 12/2006, the average temperature was 22.63°C, with highs up to 30.50°C and lows down to 12.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 310.18 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2006-12
"In Pune during 01/2007, the average temperature was 23.07°C, with highs up to 31.90°C and lows down to 13.40°C. There were 1.00 hours of precipitation and total precipitation of 0.10 mm. There were 319.80 hours of sunshine, with an average of 11.15 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Pune,2007-01
"In Pune during 02/2007, the average temperature was 23.70°C, with highs up to 33.50°C and lows down to 14.20°C. There were 1.00 hours of precipitation and total precipitation of 0.10 mm. There were 295.81 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Cloudy occurring on 14 days.",Pune,2007-02
"In Pune during 03/2007, the average temperature was 27.19°C, with highs up to 38.50°C and lows down to 15.70°C. There were 2.00 hours of precipitation and total precipitation of 0.70 mm. There were 345.06 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2007-03
"In Pune during 04/2007, the average temperature was 29.36°C, with highs up to 39.80°C and lows down to 18.00°C. There were 17.00 hours of precipitation and total precipitation of 12.00 mm. There were 352.38 hours of sunshine, with an average of 12.56 hours of daylight. The most frequent weather was Sunny occurring on 7 days.",Pune,2007-04
"In Pune during 05/2007, the average temperature was 28.13°C, with highs up to 39.00°C and lows down to 19.90°C. There were 34.00 hours of precipitation and total precipitation of 20.60 mm. There were 361.85 hours of sunshine, with an average of 13.00 hours of daylight. The most frequent weather was Light Drizzle occurring on 11 days.",Pune,2007-05
"In Pune during 06/2007, the average temperature was 25.71°C, with highs up to 34.60°C and lows down to 22.40°C. There were 415.00 hours of precipitation and total precipitation of 494.10 mm. There were 213.40 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Pune,2007-06
"In Pune during 07/2007, the average temperature was 24.03°C, with highs up to 29.70°C and lows down to 21.20°C. There were 557.00 hours of precipitation and total precipitation of 376.80 mm. There were 184.74 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Drizzle occurring on 10 days.",Pune,2007-07
"In Pune during 08/2007, the average temperature was 23.28°C, with highs up to 28.50°C and lows down to 21.50°C. There were 622.00 hours of precipitation and total precipitation of 639.70 mm. There were 129.25 hours of sunshine, with an average of 12.75 hours of daylight. The most frequent weather was Light Rain occurring on 9 days.",Pune,2007-08
"In Pune during 09/2007, the average temperature was 23.87°C, with highs up to 29.30°C and lows down to 20.10°C. There were 386.00 hours of precipitation and total precipitation of 214.70 mm. There were 218.41 hours of sunshine, with an average of 12.25 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Pune,2007-09
"In Pune during 10/2007, the average temperature was 25.19°C, with highs up to 32.20°C and lows down to 17.80°C. There were 32.00 hours of precipitation and total precipitation of 11.30 mm. There were 312.94 hours of sunshine, with an average of 11.73 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Pune,2007-10
"In Pune during 11/2007, the average temperature was 23.93°C, with highs up to 32.80°C and lows down to 12.80°C. There were 26.00 hours of precipitation and total precipitation of 16.40 mm. There were 299.53 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Pune,2007-11
"In Pune during 12/2007, the average temperature was 23.45°C, with highs up to 32.00°C and lows down to 14.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 307.42 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Pune,2007-12
"In Pune during 01/2008, the average temperature was 22.04°C, with highs up to 31.40°C and lows down to 10.40°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 320.05 hours of sunshine, with an average of 11.15 hours of daylight. The most frequent weather was Cloudy occurring on 14 days.",Pune,2008-01
"In Pune during 02/2008, the average temperature was 22.92°C, with highs up to 33.80°C and lows down to 10.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 310.69 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Pune,2008-02
"In Pune during 03/2008, the average temperature was 27.25°C, with highs up to 36.40°C and lows down to 19.20°C. There were 11.00 hours of precipitation and total precipitation of 10.80 mm. There were 342.88 hours of sunshine, with an average of 12.05 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Pune,2008-03
"In Pune during 04/2008, the average temperature was 29.02°C, with highs up to 40.30°C and lows down to 15.60°C. There were 11.00 hours of precipitation and total precipitation of 7.60 mm. There were 354.88 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Pune,2008-04
"In Pune during 05/2008, the average temperature was 27.65°C, with highs up to 37.20°C and lows down to 20.10°C. There were 24.00 hours of precipitation and total precipitation of 10.10 mm. There were 367.48 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Partly Cloudy occurring on 9 days.",Pune,2008-05
"In Pune during 06/2008, the average temperature was 24.72°C, with highs up to 35.10°C and lows down to 22.10°C. There were 523.00 hours of precipitation and total precipitation of 321.50 mm. There were 222.14 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Drizzle occurring on 15 days.",Pune,2008-06
"In Pune during 07/2008, the average temperature was 23.78°C, with highs up to 29.60°C and lows down to 21.60°C. There were 578.00 hours of precipitation and total precipitation of 381.10 mm. There were 194.12 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Drizzle occurring on 14 days.",Pune,2008-07
"In Pune during 08/2008, the average temperature was 23.26°C, with highs up to 29.70°C and lows down to 20.60°C. There were 501.00 hours of precipitation and total precipitation of 541.70 mm. There were 173.73 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Light Drizzle occurring on 9 days.",Pune,2008-08
"In Pune during 09/2008, the average temperature was 23.33°C, with highs up to 29.80°C and lows down to 18.80°C. There were 331.00 hours of precipitation and total precipitation of 383.40 mm. There were 193.29 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Pune,2008-09
"In Pune during 10/2008, the average temperature was 24.73°C, with highs up to 32.00°C and lows down to 16.50°C. There were 63.00 hours of precipitation and total precipitation of 78.10 mm. There were 314.04 hours of sunshine, with an average of 11.71 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Pune,2008-10
"In Pune during 11/2008, the average temperature was 24.60°C, with highs up to 32.60°C and lows down to 14.80°C. There were 48.00 hours of precipitation and total precipitation of 33.20 mm. There were 287.81 hours of sunshine, with an average of 11.26 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Pune,2008-11
"In Pune during 12/2008, the average temperature was 22.71°C, with highs up to 30.30°C and lows down to 15.00°C. There were 21.00 hours of precipitation and total precipitation of 11.50 mm. There were 305.21 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Pune,2008-12
"In Pune during 01/2009, the average temperature was 23.44°C, with highs up to 33.60°C and lows down to 14.00°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 319.48 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Partly Cloudy occurring on 9 days.",Pune,2009-01
"In Pune during 02/2009, the average temperature was 25.28°C, with highs up to 36.60°C and lows down to 13.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 299.52 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Pune,2009-02
"In Pune during 03/2009, the average temperature was 27.99°C, with highs up to 38.10°C and lows down to 18.60°C. There were 9.00 hours of precipitation and total precipitation of 3.80 mm. There were 345.32 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Pune,2009-03
"In Pune during 04/2009, the average temperature was 30.16°C, with highs up to 40.80°C and lows down to 19.00°C. There were 1.00 hours of precipitation and total precipitation of 0.80 mm. There were 351.12 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Pune,2009-04
"In Pune during 05/2009, the average temperature was 28.61°C, with highs up to 39.20°C and lows down to 21.00°C. There were 9.00 hours of precipitation and total precipitation of 3.00 mm. There were 367.42 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Pune,2009-05
"In Pune during 06/2009, the average temperature was 26.27°C, with highs up to 35.50°C and lows down to 21.80°C. There were 239.00 hours of precipitation and total precipitation of 102.50 mm. There were 287.02 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Light Drizzle occurring on 9 days.",Pune,2009-06
"In Pune during 07/2009, the average temperature was 23.35°C, with highs up to 28.70°C and lows down to 21.40°C. There were 707.00 hours of precipitation and total precipitation of 997.50 mm. There were 128.33 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Light Rain occurring on 13 days.",Pune,2009-07
"In Pune during 08/2009, the average temperature was 23.74°C, with highs up to 30.10°C and lows down to 21.30°C. There were 533.00 hours of precipitation and total precipitation of 189.90 mm. There were 233.24 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 15 days.",Pune,2009-08
"In Pune during 09/2009, the average temperature was 24.24°C, with highs up to 30.50°C and lows down to 20.40°C. There were 297.00 hours of precipitation and total precipitation of 256.70 mm. There were 203.14 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Pune,2009-09
"In Pune during 10/2009, the average temperature was 24.48°C, with highs up to 32.70°C and lows down to 17.50°C. There were 132.00 hours of precipitation and total precipitation of 112.60 mm. There were 273.32 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Pune,2009-10
"In Pune during 11/2009, the average temperature was 22.94°C, with highs up to 31.90°C and lows down to 14.80°C. There were 119.00 hours of precipitation and total precipitation of 186.00 mm. There were 256.26 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Partly Cloudy occurring on 7 days.",Pune,2009-11
"In Pune during 12/2009, the average temperature was 22.10°C, with highs up to 29.30°C and lows down to 14.20°C. There were 9.00 hours of precipitation and total precipitation of 1.50 mm. There were 309.34 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Pune,2009-12
"In Pune during 01/2010, the average temperature was 22.64°C, with highs up to 29.90°C and lows down to 14.20°C. There were 1.00 hours of precipitation and total precipitation of 0.10 mm. There were 317.37 hours of sunshine, with an average of 11.16 hours of daylight. The most frequent weather was Partly Cloudy occurring on 12 days.",Pune,2010-01
"In Pune during 02/2010, the average temperature was 24.60°C, with highs up to 35.00°C and lows down to 13.40°C. There were 2.00 hours of precipitation and total precipitation of 1.50 mm. There were 299.39 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Pune,2010-02
"In Pune during 03/2010, the average temperature was 28.03°C, with highs up to 38.80°C and lows down to 17.30°C. There were 5.00 hours of precipitation and total precipitation of 3.40 mm. There were 344.25 hours of sunshine, with an average of 12.04 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Pune,2010-03
"In Pune during 04/2010, the average temperature was 30.18°C, with highs up to 40.80°C and lows down to 18.60°C. There were 13.00 hours of precipitation and total precipitation of 7.60 mm. There were 347.20 hours of sunshine, with an average of 12.56 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Pune,2010-04
"In Pune during 05/2010, the average temperature was 29.62°C, with highs up to 42.00°C and lows down to 22.10°C. There were 26.00 hours of precipitation and total precipitation of 9.70 mm. There were 369.28 hours of sunshine, with an average of 13.00 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Pune,2010-05
"In Pune during 06/2010, the average temperature was 26.10°C, with highs up to 36.60°C and lows down to 22.50°C. There were 347.00 hours of precipitation and total precipitation of 391.40 mm. There were 222.62 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Pune,2010-06
"In Pune during 07/2010, the average temperature was 23.70°C, with highs up to 28.70°C and lows down to 21.40°C. There were 656.00 hours of precipitation and total precipitation of 703.00 mm. There were 112.96 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Pune,2010-07
"In Pune during 08/2010, the average temperature was 23.47°C, with highs up to 28.20°C and lows down to 21.20°C. There were 563.00 hours of precipitation and total precipitation of 515.00 mm. There were 130.85 hours of sunshine, with an average of 12.74 hours of daylight. The most frequent weather was Drizzle occurring on 11 days.",Pune,2010-08
"In Pune during 09/2010, the average temperature was 23.85°C, with highs up to 30.40°C and lows down to 20.90°C. There were 391.00 hours of precipitation and total precipitation of 262.60 mm. There were 216.44 hours of sunshine, with an average of 12.24 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Pune,2010-09
"In Pune during 10/2010, the average temperature was 24.03°C, with highs up to 31.70°C and lows down to 17.30°C. There were 183.00 hours of precipitation and total precipitation of 171.70 mm. There were 286.64 hours of sunshine, with an average of 11.72 hours of daylight. The most frequent weather was Rain occurring on 8 days.",Pune,2010-10
"In Pune during 11/2010, the average temperature was 23.26°C, with highs up to 29.10°C and lows down to 15.60°C. There were 150.00 hours of precipitation and total precipitation of 134.20 mm. There were 275.82 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Pune,2010-11
"In Pune during 12/2010, the average temperature was 20.62°C, with highs up to 28.70°C and lows down to 10.90°C. There were 7.00 hours of precipitation and total precipitation of 1.50 mm. There were 309.33 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 20 days.",Pune,2010-12
"In Pune during 01/2011, the average temperature was 21.98°C, with highs up to 31.30°C and lows down to 10.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 319.95 hours of sunshine, with an average of 11.15 hours of daylight. The most frequent weather was Sunny occurring on 22 days.",Pune,2011-01
"In Pune during 02/2011, the average temperature was 23.54°C, with highs up to 32.10°C and lows down to 14.70°C. There were 2.00 hours of precipitation and total precipitation of 0.80 mm. There were 299.67 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Pune,2011-02
"In Pune during 03/2011, the average temperature was 27.40°C, with highs up to 37.40°C and lows down to 17.90°C. There were 1.00 hours of precipitation and total precipitation of 0.30 mm. There were 346.76 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Pune,2011-03
"In Pune during 04/2011, the average temperature was 28.57°C, with highs up to 39.40°C and lows down to 16.10°C. There were 11.00 hours of precipitation and total precipitation of 4.10 mm. There were 353.73 hours of sunshine, with an average of 12.56 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Pune,2011-04
"In Pune during 05/2011, the average temperature was 28.04°C, with highs up to 38.20°C and lows down to 20.20°C. There were 26.00 hours of precipitation and total precipitation of 6.50 mm. There were 361.41 hours of sunshine, with an average of 13.00 hours of daylight. The most frequent weather was Partly Cloudy occurring on 10 days.",Pune,2011-05
"In Pune during 06/2011, the average temperature was 24.62°C, with highs up to 34.20°C and lows down to 21.80°C. There were 538.00 hours of precipitation and total precipitation of 424.80 mm. There were 205.63 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Drizzle occurring on 17 days.",Pune,2011-06
"In Pune during 07/2011, the average temperature was 23.41°C, with highs up to 28.20°C and lows down to 21.70°C. There were 657.00 hours of precipitation and total precipitation of 634.90 mm. There were 102.49 hours of sunshine, with an average of 13.12 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Pune,2011-07
"In Pune during 08/2011, the average temperature was 23.21°C, with highs up to 27.30°C and lows down to 21.30°C. There were 624.00 hours of precipitation and total precipitation of 515.30 mm. There were 112.75 hours of sunshine, with an average of 12.75 hours of daylight. The most frequent weather was Light Rain occurring on 11 days.",Pune,2011-08
"In Pune during 09/2011, the average temperature was 23.24°C, with highs up to 29.00°C and lows down to 18.80°C. There were 344.00 hours of precipitation and total precipitation of 258.80 mm. There were 227.74 hours of sunshine, with an average of 12.25 hours of daylight. The most frequent weather was Drizzle occurring on 12 days.",Pune,2011-09
"In Pune during 10/2011, the average temperature was 24.73°C, with highs up to 31.50°C and lows down to 16.60°C. There were 119.00 hours of precipitation and total precipitation of 109.60 mm. There were 304.28 hours of sunshine, with an average of 11.73 hours of daylight. The most frequent weather was Cloudy occurring on 6 days.",Pune,2011-10
"In Pune during 11/2011, the average temperature was 24.43°C, with highs up to 31.90°C and lows down to 15.40°C. There were 10.00 hours of precipitation and total precipitation of 2.90 mm. There were 300.70 hours of sunshine, with an average of 11.27 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Pune,2011-11
"In Pune during 12/2011, the average temperature was 23.01°C, with highs up to 32.30°C and lows down to 13.20°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 310.50 hours of sunshine, with an average of 11.04 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Pune,2011-12
"In Pune during 01/2012, the average temperature was 21.21°C, with highs up to 32.10°C and lows down to 10.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 320.67 hours of sunshine, with an average of 11.15 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Pune,2012-01
"In Pune during 02/2012, the average temperature was 24.27°C, with highs up to 35.40°C and lows down to 10.40°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 310.68 hours of sunshine, with an average of 11.54 hours of daylight. The most frequent weather was Sunny occurring on 26 days.",Pune,2012-02
"In Pune during 03/2012, the average temperature was 26.71°C, with highs up to 38.20°C and lows down to 13.20°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 347.56 hours of sunshine, with an average of 12.05 hours of daylight. The most frequent weather was Sunny occurring on 16 days.",Pune,2012-03
"In Pune during 04/2012, the average temperature was 29.05°C, with highs up to 39.00°C and lows down to 18.90°C. There were 18.00 hours of precipitation and total precipitation of 6.20 mm. There were 349.67 hours of sunshine, with an average of 12.57 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Pune,2012-04
"In Pune during 05/2012, the average temperature was 28.05°C, with highs up to 38.80°C and lows down to 19.90°C. There were 10.00 hours of precipitation and total precipitation of 3.30 mm. There were 370.78 hours of sunshine, with an average of 13.01 hours of daylight. The most frequent weather was Partly Cloudy occurring on 14 days.",Pune,2012-05
"In Pune during 06/2012, the average temperature was 25.71°C, with highs up to 35.60°C and lows down to 21.30°C. There were 314.00 hours of precipitation and total precipitation of 125.30 mm. There were 260.83 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Light Drizzle occurring on 9 days.",Pune,2012-06
